"","taxon","spp","sppCorr","common.malin","common","taxLvl","species","genus","family","order","class","superclass","subphylum","phylum","kingdom"
"915","Sebastes saxicola","Sebastes saxicola","Sebastes saxicola","stripetail rockfish","stripetail rockfish","Species","Sebastes saxicola","Sebastes","Scorpaenidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"916","Sebastes semicinctus","Sebastes semicinctus","Sebastes semicinctus","","halfbanded rockfish","Species","Sebastes semicinctus","Sebastes","Scorpaenidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"917","Sebastes sp.","Sebastes","Sebastes","rockfishes","rockfishes","Genus",NA,"Sebastes","Scorpaenidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"918","Sebastes sp. (Vermilion And Sunset)","Sebastes","Sebastes","","rockfishes","Genus",NA,"Sebastes","Scorpaenidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"919","Sebastes variabilis","Sebastes variabilis","Sebastes variabilis","","dusky rockfish","Species","Sebastes variabilis","Sebastes","Scorpaenidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"920","Sebastes variegatus","Sebastes variegatus","Sebastes variegatus","harlequin rockfish","harlequin rockfish","Species","Sebastes variegatus","Sebastes","Scorpaenidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"921","Sebastes wilsoni","Sebastes wilsoni","Sebastes wilsoni","pygmy rockfish","pygmy rockfish","Species","Sebastes wilsoni","Sebastes","Scorpaenidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"922","Sebastes zacentrus","Sebastes zacentrus","Sebastes zacentrus","sharpchin rockfish","sharpchin rockfish","Species","Sebastes zacentrus","Sebastes","Scorpaenidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"923","Sebastesalutus",NA,NA,"Pacific ocean perch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","Sebastesbabcocki",NA,NA,"redbanded rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","Sebastesborealis",NA,NA,"shortraker rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","Sebastesbrevispinis",NA,NA,"silvergray rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","Sebastescrameri",NA,NA,"darkblotched rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","Sebasteselongatus",NA,NA,"greenstriped rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","Sebasteshelvomaculatus",NA,NA,"rosethorn rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","Sebastesmaliger",NA,NA,"quillback rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","Sebastesmelanops",NA,NA,"black rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","Sebastespinniger",NA,NA,"canary rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","Sebastespolyspinis",NA,NA,"northern rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","Sebastesproriger",NA,NA,"redstripe rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","Sebastesruberrimus",NA,NA,"rasphead rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","Sebastessp.",NA,NA,"rockfishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","Sebastesvariegatus",NA,NA,"harlequin rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","Sebasteszacentrus",NA,NA,"sharpchin rockfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","Sebastolobus alascanus","Sebastolobus alascanus","Sebastolobus alascanus","shortspine thornyhead","shortspine thornyhead","Species","Sebastolobus alascanus","Sebastolobus","Scorpaenidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"940","Sebastolobus altivelis","Sebastolobus altivelis","Sebastolobus altivelis","","longspine thornyhead","Species","Sebastolobus altivelis","Sebastolobus","Scorpaenidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"941","Sebastolobusalascanus",NA,NA,"shortspine thornyhead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","Sergestes similis","Sergestes similis","Sergestes similis","",NA,"Species","Sergestes similis","Sergestes","Sergestidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"943","Serripes groenlandicus","Serripes groenlandicus","Serripes groenlandicus","Greenland cockle","Greenland cockle","Species","Serripes groenlandicus","Serripes","Cardiidae","Veneroida","Bivalvia",NA,NA,"Mollusca","Animalia"
"944","Serripes laperousii","Serripes laperousii","Serripes laperousii","","broad cockle","Species","Serripes laperousii","Serripes","Cardiidae","Veneroida","Bivalvia",NA,NA,"Mollusca","Animalia"
"945","Serripes sp.","Serripes","Serripes","","Grönlandmuschel","Genus",NA,"Serripes","Cardiidae","Veneroida","Bivalvia",NA,NA,"Mollusca","Animalia"
"946","Serripesgroenlandicus",NA,NA,"Greenland cockle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","Siliqua alta","Siliqua alta","Siliqua alta","","Alaska razor","Species","Siliqua alta","Siliqua","Pharidae","Veneroida","Bivalvia",NA,NA,"Mollusca","Animalia"
"948","Sipuncula","Sipuncula","Sipuncula","","peanut worms","Phylum",NA,NA,NA,NA,NA,NA,NA,"Sipuncula","Animalia"
"949","Solaster borealis","Solaster borealis","Solaster borealis","",NA,"Species","Solaster borealis","Solaster","Solasteridae","Spinulosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"950","Solaster sp.","Solaster","Solaster","sea stars","morning sunstar","Genus",NA,"Solaster","Solasteridae","Spinulosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"951","Solaster spp.","Solaster","Solaster","","morning sunstar","Genus",NA,"Solaster","Solasteridae","Spinulosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"952","Solaster stimpsoni","Solaster stimpsoni","Solaster stimpsoni","","Stimpsons Sonnenstern","Species","Solaster stimpsoni","Solaster","Solasteridae","Spinulosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"953","Solastersp.",NA,NA,"sea stars",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","Somniosus pacificus","Somniosus pacificus","Somniosus pacificus","Pacific sleeper shark","Pacific sleeper shark","Species","Somniosus pacificus","Somniosus","Somniosidae","Squaliformes","Chondrichthyes","Chondrichthyes","Vertebrata","Chordata","Animalia"
"955","Somniosuspacificus",NA,NA,"Pacific sleeper shark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","Spirinchus starksi","Spirinchus starksi","Spirinchus starksi","","night smelt","Species","Spirinchus starksi","Spirinchus","Osmeridae","Osmeriformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"957","Spirinchus thaleichthys","Spirinchus thaleichthys","Spirinchus thaleichthys","","longfin smelt","Species","Spirinchus thaleichthys","Spirinchus","Osmeridae","Osmeriformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"958","Squalus acanthias","Squalus acanthias","Squalus acanthias","piked dogfish","spiny dogfish","Species","Squalus acanthias","Squalus","Squalidae","Squaliformes","Chondrichthyes","Chondrichthyes","Vertebrata","Chordata","Animalia"
"959","Squalusacanthias",NA,NA,"piked dogfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","Stegophiura ponderosa","Stegophiura ponderosa","Stegophiura ponderosa","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","Stenobrachius leucopsarus","Stenobrachius leucopsarus","Stenobrachius leucopsarus","","northern lampfish","Species","Stenobrachius leucopsarus","Stenobrachius","Myctophidae","Myctophiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"962","Stenotomus chrysops",NA,NA,"scup",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","Stomphia spp.","Stomphia","Stomphia","","cowardly anemone","Genus",NA,"Stomphia","Actinostolidae","Actiniaria","Anthozoa",NA,"Anthozoa","Cnidaria","Animalia"
"964","Strongylocentrotus droebachiensis","Strongylocentrotus droebachiensis","Strongylocentrotus droebachiensis","green sea urchin","green sea urchin","Species","Strongylocentrotus droebachiensis","Strongylocentrotus","Strongylocentrotidae","Echinoida","Echinoidea",NA,"Echinozoa","Echinodermata","Animalia"
"965","Strongylocentrotus franciscanus","Strongylocentrotus franciscanus","Strongylocentrotus franciscanus","",NA,"Species","Strongylocentrotus franciscanus","Strongylocentrotus","Strongylocentrotidae","Echinoida","Echinoidea",NA,"Echinozoa","Echinodermata","Animalia"
"966","Strongylocentrotus spp.","Strongylocentrotus","Strongylocentrotus","","Purpurseeigel","Genus",NA,"Strongylocentrotus","Strongylocentrotidae","Echinoida","Echinoidea",NA,"Echinozoa","Echinodermata","Animalia"
"967","Strongylocentrotusdroebachiensis",NA,NA,"green sea urchin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","Styela rustica","Styela rustica","Styela rustica","","Hornet søpung","Species","Styela rustica","Styela","Styelidae","Pleurogona","Ascidiacea",NA,"Urochordata","Chordata","Animalia"
"969","Stylasterias forreri","Stylasterias forreri","Stylasterias forreri","",NA,"Species","Stylasterias forreri","Stylasterias","Asteriidae","Forcipulatida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"970","Stylatula sp.","Stylatula","Stylatula","","slender sea pen","Genus",NA,"Stylatula","Virgulariidae","Pennatulacea","Anthozoa",NA,"Anthozoa","Cnidaria","Animalia"
"971","TAUTOGOLABRUS ADSPERSUS","Tautogolabrus adspersus","Tautogolabrus adspersus","","cunner","Species","Tautogolabrus adspersus","Tautogolabrus","Labridae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"972","TRACHURUS LATHAMI","Trachurus lathami","Trachurus lathami","rough scad","rough scad","Species","Trachurus lathami","Trachurus","Carangidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"973","TRACHYPEEUS COSTRICTUS","Trachypeeus costrictus","Trachypenaeus constrictus","","roughneck shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","TRACHYPEEUS SIMILIS","Trachypeeus similis","Trachypenaeus similis","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","TRACHYPENEUS",NA,NA,"trachypeneid shrimps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","TRICHIURUS LEPTURUS","Trichiurus lepturus","Trichiurus lepturus","Atlantic cutlassfish","Atlantic cutlassfish","Species","Trichiurus lepturus","Trichiurus","Trichiuridae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"977","TRICHOPSETTA VENTRALIS",NA,NA,"sash flounder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","TRICHOPSETTA VETRALIS","Trichopsetta vetralis","Trichopsetta ventralis","","sash flounder","Species","Trichopsetta ventralis","Trichopsetta","Bothidae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"979","TRIECTES MACULATUS","Triectes maculatus","Trinectes maculatus","","hogchoker","Species","Trinectes maculatus","Trinectes","Achiridae","Pleuronectiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"980","TRIGLOPS  SP",NA,NA,"sculpins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","TRIGLOPS  SP.","Triglops","Triglops","sculpins","Pingels knurulk","Genus",NA,"Triglops","Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"982","Tactostoma macropus","Tactostoma macropus","Tactostoma macropus","","longfin dragonfish","Species","Tactostoma macropus","Tactostoma","Stomiidae","Stomiiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"983","Tautogolabrus adspersus",NA,NA,"cunner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","Tellina lutea","Tellina lutea","Tellina lutea","","alaska great tellin","Species","Tellina lutea","Tellina","Tellinidae","Veneroida","Bivalvia",NA,NA,"Mollusca","Animalia"
"985","Telmessus cheiragonus","Telmessus cheiragonus","Telmessus cheiragonus","helmet crab","helmet crab","Species","Telmessus cheiragonus","Telmessus","Cheiragonidae","Decapoda","Malacostraca",NA,"Crustacea","Arthropoda","Animalia"
"986","Telmessuscheiragonus",NA,NA,"helmet crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","Terebratalia transversa","Terebratalia transversa","Terebratalia transversa","",NA,"Species","Terebratalia transversa","Terebratalia","Laqueidae","Terebratulida","Rhynchonellata",NA,"Rhynchonelliformea","Brachiopoda","Animalia"
"988","Terebratellacea","Terebratellacea","Terebratellacea","",NA,"Superfamily",NA,NA,NA,"Terebratulida","Rhynchonellata",NA,"Rhynchonelliformea","Brachiopoda","Animalia"
"989","Thaleichthys pacificus","Thaleichthys pacificus","Thaleichthys pacificus","eulachon","eulachon","Species","Thaleichthys pacificus","Thaleichthys","Osmeridae","Osmeriformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"990","Thaleichthyspacificus",NA,NA,"eulachon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","Thaliacea","Thaliacea","Thaliacea","","pelagic tunicates","Class",NA,NA,NA,NA,"Thaliacea",NA,"Urochordata","Chordata","Animalia"
"992","Theragra chalcogramma","Theragra chalcogramma","Theragra chalcogramma","walleye pollock","walleye pollock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","Theragrachalcogramma",NA,NA,"walleye pollock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","Thoracica","Thoracica","Thoracica","","barnacles","Superorder",NA,NA,NA,NA,"Maxillopoda",NA,"Crustacea","Arthropoda","Animalia"
"995","Thrissacanthias penicillatus","Thrissacanthias penicillatus","Thrissacanthias penicillatus","",NA,"Species","Thrissacanthias penicillatus","Thrissacanthias","Astropectinidae","Paxillosida","Asteroidea",NA,"Asterozoa","Echinodermata","Animalia"
"996","Thyriscus anoplus","Thyriscus anoplus","Thyriscus anoplus","","sponge sculpin","Species","Thyriscus anoplus","Thyriscus","Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"997","Tochuina tetraquetra","Tochuina tetraquetra","Tochuina tetraquetra","","giant orange tochui","Species","Tochuina tetraquetra","Tochuina","Tritoniidae","Nudibranchia","Gastropoda",NA,NA,"Mollusca","Animalia"
"998","Torpedo californica","Torpedo californica","Torpedo californica","Pacific electric ray","Pacific electric ray","Species","Torpedo californica","Torpedo","Torpedinidae","Torpediniformes","Chondrichthyes","Chondrichthyes","Vertebrata","Chordata","Animalia"
"999","Trachurus symmetricus","Trachurus symmetricus","Trachurus symmetricus","jack mackerel","Pacific jack mackerel","Species","Trachurus symmetricus","Trachurus","Carangidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"1000","Trichodon trichodon","Trichodon trichodon","Trichodon trichodon","","Pacific sandfish","Species","Trichodon trichodon","Trichodon","Trichodontidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"1001","Trichodontrichodon",NA,NA,"Pacific sandfish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1002","Triglops forficata","Triglops forficata","Triglops forficata","scissortail sculpin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","Triglops macellus","Triglops macellus","Triglops macellus","roughspine sculpin","roughspine sculpin","Species","Triglops macellus","Triglops","Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"1004","Triglops pingeli","Triglops pingeli","Triglops pingeli","ribbed sculpin","ribbed sculpin","Species","Triglops pingelii","Triglops","Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"1005","Triglops scepticus","Triglops scepticus","Triglops scepticus","spectacled sculpin","spectacled sculpin","Species","Triglops scepticus","Triglops","Cottidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"1006","Triglopsforficata",NA,NA,"scissortail sculpin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","Triglopsmacellus",NA,NA,"roughspine sculpin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008","Triglopspingeli",NA,NA,"ribbed sculpin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","Triglopsscepticus",NA,NA,"spectacled sculpin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","Tritonia diomedea","Tritonia diomedea","Tritonia diomedea","","rosy tritonia","Species","Tritonia diomedea","Tritonia","Tritoniidae","Nudibranchia","Gastropoda",NA,NA,"Mollusca","Animalia"
"1011","Tritonia sp.","Tritonia","Tritonia","","Große Tritonia","Genus",NA,"Tritonia","Tritoniidae","Nudibranchia","Gastropoda",NA,NA,"Mollusca","Animalia"
"1012","Tunicata","Tunicata","Tunicata","","tunicates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","UPEEUS PARVUS","Upeeus parvus","Upeneus parvus","","dwarf goatfish","Species","Upeneus parvus","Upeneus","Mullidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"1014","UPENEUS PARVUS","Upeneus parvus","Upeneus parvus","dwarf goatfish","dwarf goatfish","Species","Upeneus parvus","Upeneus","Mullidae","Perciformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"1015","UROPHYCIS CHESTERI","Urophycis chesteri","Urophycis chesteri","longfin hake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016","UROPHYCIS CHUSS","Urophycis chuss","Urophycis chuss","red hake","red hake","Species","Urophycis chuss","Urophycis","Gadidae","Gadiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"1017","UROPHYCIS CIRRATUS","Urophycis cirratus","Urophycis cirratus","Gulf hake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018","UROPHYCIS FLORIDANUS",NA,NA,"southern hake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","UROPHYCIS FLORIDAUS","Urophycis floridaus","Urophycis floridannus","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020","UROPHYCIS REGIA","Urophycis regia","Urophycis regia","spotted hake","spotted codling","Species","Urophycis regia","Urophycis","Gadidae","Gadiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"1021","UROPHYCIS TENUIS","Urophycis tenuis","Urophycis tenuis","white hake","white hake","Species","Urophycis tenuis","Urophycis","Gadidae","Gadiformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
"1022","Urophycis chuss",NA,NA,"red hake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023","Urophycis regia",NA,NA,"spotted hake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024","Urophycis tenuis",NA,NA,"white hake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","Urticina crassicornis","Urticina crassicornis","Urticina crassicornis","","mottled anemone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","Urticina spp.","Urticina","Urticina","","dickhörnige Seerose","Genus",NA,"Urticina","Actiniidae","Actiniaria","Anthozoa",NA,"Anthozoa","Cnidaria","Animalia"
"1027","Volutopsius fragilis","Volutopsius fragilis","Volutopsius fragilis","","fragile whelk","Species","Volutopsius fragilis","Volutopsius","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia"
"1028","Volutopsius sp.","Volutopsius","Volutopsius","true whelks","Norway whelk","Genus",NA,"Volutopsius","Buccinidae","Neogastropoda","Gastropoda",NA,NA,"Mollusca","Animalia"
"1029","Volutopsiussp.",NA,NA,"true whelks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030","XIPHOPEAEUS KROYERI","Xiphopeaeus kroyeri","Xiphopenaeus kroyeni","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","Xeneretmus latifrons","Xeneretmus latifrons","Xeneretmus latifrons","","blacktip poacher","Species","Xeneretmus latifrons","Xeneretmus","Agonidae","Scorpaeniformes","Actinopterygii","Osteichthyes","Vertebrata","Chordata","Animalia"
